Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Target
33.951191902146526,5.0,84.50296561279059,5.0,4.837664400319763,5.0,99.2816266364772,9.0,81.21674823000359,6.0,
79.41015688194372,9.0,96.77557137046352,0.0,63.96705470606059,9.0,92.23356601368971,9.0,37.732534040896695,7.0,
6.142459802892386,0.0,59.08514744850504,2.0,4.837664400319763,6.0,79.98590132617707,7.0,85.82617828034334,0.0,
80.93042763407814,6.0,75.48226697268326,8.0,9.134357989467624,8.0,5.301681972443029,0.0,95.00637177965056,5.0,43.18537552362271
21.607037061638014,5.0,24.846491683665406,7.0,87.6406899438073,0.0,50.34301234944001,3.0,83.61552611960855,3.0,5.541291348105442
32.309032436788485,1.0,15.3633225753657,0.0,40.17516813307746,7.0,43.74660465760708,0.0,25.01846324188025,4.0,42.435549688180075
7.107182258173084,7.0,14.375774642016859,6.0,32.92949054536615,4.0,11.034226926536029,5.0,9.352108021553784,3.0,15.309033125393
32.11675839314986,6.0,20.103540571240153,4.0,71.2740302999289,7.0,88.11863174173793,7.0,61.85997627076687,9.0,25.58171277084637
41.17765948722909,4.0,11.476252201658655,3.0,59.76524235368896,6.0,22.012979696379,9.0,22.301998062049655,3.0,
89.40129126691403,0.0,72.55005577091868,3.0,70.99722914826822,7.0,76.1713970954289,2.0,92.36360205041917,7.0,
4.891382501346897,8.0,86.54451800421377,3.0,49.120295518657755,3.0,91.69147282928338,6.0,25.99369366796139,8.0,49.25947339552253
19.132776658840122,3.0,9.645488781024348,8.0,24.500288646778202,7.0,11.611432391238885,7.0,3.437513869716824,9.0,6.705143025308102
36.238483080675465,0.0,97.89326406672784,5.0,70.70292212476589,3.0,2.66586047774936,7.0,65.45251592147649,7.0,19.626898537406113
17.75399404791209,1.0,15.3633225753657,1.0,99.74752729048018,8.0,91.10959483604992,4.0,4.5567606062165815,4.0,39.22904342440323
75.03173149215925,5.0,31.200831202151058,8.0,94.82812740969459,2.0,63.334072361972446,9.0,20.896927945137932,0.0,
24.681938040812888,5.0,20.121674147885706,0.0,0.3738045192920758,6.0,14.35246604292023,5.0,6.284404821793088,9.0,
91.21679963850222,0.0,14.634008372676421,0.0,9.26422076925787,4.0,51.205574074956374,5.0,6.542182909052318,2.0,13.302013635639105
26.756883160869215,2.0,36.35704642505733,3.0,77.21724793172906,0.0,37.97473450729745,6.0,89.14833866705997,0.0,16.496453272623047
22.527146872929126,4.0,6.425779271703568,0.0,10.580598429285615,7.0,23.34300956467642,7.0,32.3081501447923,2.0,
14.639566094410695,6.0,39.79663257338611,1.0,59.30208707640582,8.0,0.9728782723209872,2.0,80.70310950897073,9.0,43.333655079284824
60.22281640560312,9.0,17.000166360553138,6.0,42.614470911200044,7.0,14.93442654897057,3.0,41.99277372807537,0.0,43.70751757803339
3.361999180769726,5.0,7.437887348975125,0.0,35.996451393154175,7.0,88.13341741855626,5.0,18.451734639755777,1.0,20.431731580427083
59.89650763682567,0.0,8.211253402065699,0.0,20.016294635347474,1.0,21.49046692531219,3.0,68.28385043926632,3.0,40.67986199867134
30.178769551946626,2.0,55.42729398339114,8.0,14.1406600886833,2.0,24.052643766349966,3.0,0.8984109560607578,5.0,22.79396849444048
66.89566476054638,4.0,23.75411596652226,2.0,58.57663488198123,1.0,65.3493215348685,3.0,99.00065580469207,5.0,28.392406434933353
94.7042414245301,2.0,78.64547628666023,7.0,8.152459701827897,2.0,5.14439802322697,9.0,14.206802601790347,2.0,
60.60711496554312,6.0,91.32317862556057,9.0,9.134357989467624,8.0,44.34838212366204,3.0,26.751239470676136,7.0,38.640299831866926
53.922082507918724,2.0,14.521595532942788,0.0,5.320171177158295,6.0,38.89547792455011,6.0,1.4056604236318493,2.0,30.723721501808072
8.177779579108934,4.0,68.19810949177717,6.0,4.837664400319763,1.0,25.662867944060007,8.0,2.851180095338457,5.0,
94.27017236192916,3.0,19.762834504534066,7.0,24.626984001379704,3.0,67.45274316513864,4.0,67.22485328477609,0.0,30.830362857990412
3.1993711195265173,5.0,61.07924255062285,0.0,17.518524226946575,4.0,26.482196397887492,9.0,32.230874734497036,4.0,2.8770882793991315
86.23161051708446,0.0,49.05325204578259,1.0,73.30033757852463,0.0,13.010663903989828,9.0,65.72515839038797,0.0,34.021488902430725
36.238483080675465,1.0,68.81730802456127,5.0,4.837664400319763,4.0,41.479290260521054,0.0,99.79018775308003,6.0,1.4663055309625028
16.730220140831833,4.0,49.02764739681249,7.0,47.67217153289245,5.0,99.2816266364772,6.0,20.062221741589813,7.0,39.34121091093571
91.82763132797817,0.0,96.81440378748634,7.0,0.17405131761983883,6.0,17.10158694419516,5.0,97.63473511551756,5.0,25.57455212711553
11.556014334726106,7.0,17.159675555393118,7.0,72.915493540784,0.0,73.98330116542013,0.0,68.29211004580613,4.0,48.41043908722965
7.975912945589481,8.0,70.37324244279425,5.0,86.17020362151494,0.0,65.30167315366694,0.0,95.35031922318794,7.0,8.205458236470648
25.96168890113718,4.0,38.72677500116248,7.0,89.5224386038664,3.0,10.795376898382846,0.0,4.780664824860359,0.0,5.006117217266148
50.976498929440794,1.0,87.08727937134275,9.0,23.12767143549189,0.0,38.50742148055317,0.0,36.435320350683575,6.0,36.50100123506192
72.7539858173476,0.0,71.6195949176573,2.0,32.05472950689712,4.0,88.2349964591041,7.0,52.105402780397434,7.0,
15.655633296126792,7.0,39.74775134101007,2.0,61.12424588988101,4.0,74.73045770218384,0.0,0.9205393088839275,4.0,39.033049420635486
38.25531188701581,5.0,74.95103839304481,0.0,40.380458656723306,4.0,70.28123646382603,9.0,18.451734639755777,9.0,6.730166178317054
80.549285868086,5.0,9.553754536185032,4.0,76.34985958414201,8.0,89.40631886644323,9.0,20.201178616330573,4.0,
50.31370551591097,4.0,49.877815231990176,3.0,32.17765660250049,5.0,31.203542703292463,6.0,92.03687692448885,5.0,49.1576514770611
35.295189080688786,2.0,9.645488781024348,6.0,50.24676107613353,1.0,43.052644820452315,4.0,68.84605475345252,4.0,9.884763998066775
68.25333618672279,9.0,16.81736440478343,6.0,59.860301763720756,3.0,16.792794260021637,3.0,7.707858099799569,4.0,
98.9602909259351,6.0,31.03507812649863,6.0,53.931730320530406,0.0,26.914886638578583,1.0,24.720268904294684,3.0,41.156085994077394
5.034350657386222,0.0,12.093553766982868,2.0,84.5811937362306,0.0,94.87460535095926,8.0,20.873334641213535,3.0,9.461579470206383
88.52294873093668,1.0,62.00836268048672,3.0,97.82294912549332,6.0,39.26539252970509,5.0,11.099144058608157,5.0,41.24396897815516
72.7539858173476,7.0,26.85181275278414,1.0,88.281679563809,5.0,84.26756871182806,0.0,96.39804503661125,8.0,47.8411276511836
18.771262791574618,4.0,43.38386798376382,3.0,74.5371844079686,6.0,28.78339966860529,7.0,51.04310749231485,3.0,46.518147410966904
13.82432113106401,1.0,38.72677500116248,9.0,78.5595833560469,3.0,60.68236844103039,9.0,11.656681891917986,0.0,12.793211295021333
89.48846435118944,8.0,42.61685475120911,9.0,19.366859399067827,4.0,77.14481866881147,8.0,28.816879684173724,8.0,6.588767548051372
72.97884188196859,7.0,6.823920585095644,0.0,13.011003189961468,4.0,11.034226926536029,9.0,64.2961912018913,5.0,26.61690919041082
54.41192919214208,3.0,48.15686027523509,5.0,4.837664400319763,3.0,99.2816266364772,6.0,47.96088155493479,3.0,
95.96182229632187,6.0,68.84722252246806,9.0,0.934797602412607,8.0,98.25593588555333,8.0,29.12224377903553,4.0,35.3355296255141
44.83999573421992,6.0,32.83886530355588,8.0,11.777270370191806,3.0,0.32260051994484895,1.0,24.594564698165243,5.0,47.3161123693233
65.36438116766368,2.0,62.58238338946727,4.0,35.38266278848672,9.0,29.468938722944195,0.0,99.08298949729134,9.0,49.98953572985736
6.062047053433039,9.0,72.94197472969253,6.0,20.071491092762706,1.0,13.175541835517034,1.0,18.493773245073886,7.0,30.82676275044969
17.636537330140456,6.0,60.2849915052428,4.0,92.93818484985609,2.0,41.70927464540559,0.0,78.1712135547139,9.0,38.23191783866997
27.38638279599813,0.0,90.38980637074087,1.0,4.837664400319763,4.0,73.2408003575701,7.0,18.451734639755777,5.0,
81.54547683041604,2.0,60.50829963505091,0.0,46.87340618406136,4.0,4.547201349315477,6.0,6.516370711873865,2.0,34.2353928326481
29.12357156961667,2.0,20.85654363326308,4.0,65.16465587726192,1.0,95.78341308512745,7.0,2.7091851993168325,3.0,48.33171773745347
42.353880988919435,1.0,17.1726892839818,2.0,0.5598453416005955,2.0,37.51058390077158,2.0,15.639645483973085,0.0,
59.58764363150429,8.0,55.47070784657265,4.0,58.1201791923902,8.0,47.008841522493206,7.0,50.25907277094655,1.0,1.3853825054901348
23.968778768308685,2.0,53.60387677457719,0.0,93.07721048023974,7.0,23.713223149934105,6.0,73.50157200543998,8.0,5.952723506530827
19.846189951774573,2.0,10.859925772269808,3.0,69.81966314831064,4.0,40.65426172904475,6.0,41.29969172808594,1.0,18.672963562832674
77.45687654775924,7.0,90.99122997822705,3.0,98.3634699305043,8.0,27.38793977788999,9.0,79.48164569586305,9.0,22.935941901913132
89.19735092217155,9.0,4.297846440529995,5.0,93.66620826054358,8.0,19.72817044152909,5.0,27.180516623489737,1.0,47.07321097488571
79.46255557284766,6.0,5.079242803551476,5.0,31.965610801982926,4.0,9.051028367535308,8.0,72.14998912310487,6.0,41.4351503670526
35.3581791242694,8.0,11.476252201658655,2.0,91.84757801767344,8.0,45.27720940320891,2.0,99.14476042370443,1.0,42.862218578377835
83.6483422017125,4.0,12.973078642504454,7.0,33.25296796770694,1.0,6.487221512271368,2.0,93.5967894044186,5.0,2.6215228130439194
88.4636636781736,6.0,18.83949358180228,9.0,4.853443657515211,6.0,83.32177635686025,8.0,89.90685753023149,4.0,35.35765583938154
50.21404727278328,2.0,3.041061385893362,4.0,91.92159934124673,6.0,98.36033182517019,3.0,14.267513999333314,4.0,46.45822478444266
1.6969087184649956,8.0,77.65971181974727,5.0,4.837664400319763,9.0,24.546280390963695,6.0,51.850894470637385,9.0,49.13088016326224
3.2919809679444745,5.0,21.08024757913749,8.0,60.54262703253701,5.0,69.21290538902382,4.0,40.27841852104207,5.0,3.8925431291790877
50.18296895782228,8.0,96.2377672790167,4.0,25.269658125843552,1.0,13.175541835517034,4.0,34.00263704049446,6.0,
1.8926836859394336,8.0,37.99835965634991,3.0,45.646302393722515,2.0,49.4586638990585,2.0,36.388516258980275,1.0,16.891719921871935
71.06130630558663,0.0,54.070928612253574,6.0,19.983441692265423,2.0,26.72967476774494,9.0,34.152871112481265,3.0,2.2235941490720332
55.16037548507826,5.0,7.693909571556901,6.0,33.277837645231315,9.0,41.70927464540559,3.0,72.11657423009564,4.0,44.32429126496373
6.938423646715986,9.0,9.645488781024348,3.0,16.27622026273875,3.0,9.960970980751949,0.0,26.80828876352397,9.0,27.608046553373484
32.63584190878465,4.0,38.63493466602789,2.0,78.34805555376974,4.0,73.32993653409278,7.0,46.22474376180995,2.0,
19.846189951774573,2.0,96.13605461542974,7.0,83.23066624167821,5.0,39.436688757993835,5.0,20.78507175239307,7.0,40.31807943330135
64.11082563015881,2.0,52.7826401392974,2.0,31.43041275150651,1.0,15.792949914228894,4.0,89.07828422342493,0.0,39.1420823678814
57.88002179017996,8.0,20.618890052216855,0.0,52.87979936045949,9.0,15.434205906052457,1.0,24.963647735208273,8.0,
25.153640633462505,1.0,3.258263607741607,0.0,36.43165200984383,8.0,1.1983767397953815,4.0,23.971257390385535,2.0,
20.368384285135832,5.0,50.12504637435724,8.0,12.643317415125644,6.0,20.773016490980368,1.0,28.41798196140258,5.0,31.675391929818463
80.96215817888117,6.0,15.784857462443059,2.0,59.36357691874181,8.0,26.15057161221709,4.0,46.8865557346804,0.0,23.135482529573437
38.94121395307204,1.0,10.902089969327012,9.0,49.67458337961419,4.0,23.713223149934105,1.0,27.805073133804513,4.0,17.413788497899912
57.437717154659616,7.0,27.059823580410345,0.0,13.011003189961468,8.0,86.32766181590556,3.0,69.59934294863234,2.0,0.023068288309135987
51.32756822768355,3.0,15.600095040111006,3.0,63.659071739553774,8.0,22.210892611062793,6.0,2.6535280069250655,2.0,
70.42020519468831,0.0,45.126153888768805,2.0,5.082585965149389,8.0,91.93644501527481,4.0,48.045644742524665,5.0,49.03200516627501
73.6998324396343,0.0,92.17127751185255,9.0,17.617274018451056,9.0,98.95710246456392,7.0,7.623805604307132,8.0,11.005306800746068
8.609093352710095,6.0,7.704805692971162,6.0,5.264291053933268,0.0,29.574344211153225,0.0,98.1580355169939,9.0,
59.58764363150429,6.0,4.624749105048142,4.0,11.777270370191806,4.0,93.80685422190676,2.0,11.267954325518836,3.0,14.648079174392715
22.00750283466526,4.0,39.700114489813885,7.0,86.17020362151494,7.0,97.76318871882155,2.0,44.39033892611515,4.0,46.873176450232066
6.665471019080549,3.0,12.440406591469966,6.0,73.52950745530092,0.0,18.328903721264446,0.0,50.87735992502688,8.0,0.01911462831269417
91.79048334654827,8.0,17.480341523144638,6.0,14.974042162454005,9.0,41.70927464540559,0.0,87.60911343465295,6.0,35.42846886955366
44.43054828124765,9.0,84.56212099701739,7.0,22.644397218624345,6.0,11.58223366313772,3.0,41.6859785021053,4.0,27.64670316873753
43.87907263351227,1.0,9.141852347458856,7.0,66.09161149344672,8.0,98.36033182517019,1.0,40.27841852104207,4.0,16.595776359048248
96.06770447055962,9.0,90.6598109080029,7.0,84.6886946530659,0.0,32.7121620258673,7.0,52.69878734872773,5.0,1.6495703733809486
92.42608664316518,7.0,40.50996057546094,9.0,53.041380605385754,0.0,12.053916340828874,1.0,24.720268904294684,1.0,43.2422873023402
51.01181706746058,5.0,60.293457828777285,0.0,63.96705470606059,0.0,15.097386474448093,3.0,19.156846394612515,1.0,
80.5691160778401,4.0,15.3633225753657,3.0,17.38289185063664,8.0,60.89699691589321,3.0,24.627430308879163,2.0,34.64592243629064
92.69476839098283,0.0,34.96707979097301,8.0,41.750544791587984,1.0,36.439981535486346,4.0,43.550255537596705,6.0,22.980094370370697
99.05060472051898,2.0,49.0172633312947,8.0,28.02738004853055,2.0,99.2816266364772,4.0,82.38243255700249,3.0,41.49028741108349
97.97019144459331,1.0,12.991545881629785,2.0,69.69951110660676,7.0,58.37256054296923,8.0,33.936870883263545,0.0,7.432844839799968
88.52294873093668,4.0,28.761603803165592,5.0,21.868409138542155,4.0,14.105463621323588,0.0,9.553867646196302,8.0,
49.60300101827957,8.0,72.94197472969253,8.0,40.53938919103244,4.0,38.50742148055317,4.0,49.79955830183162,9.0,25.4604004629535
25.96168890113718,0.0,8.041375236178204,0.0,83.76490012478732,9.0,42.34162141719264,7.0,27.374932360357597,4.0,16.39236796604709
47.63932942541057,1.0,15.3633225753657,2.0,40.70418497679314,9.0,88.11863174173793,6.0,16.763486623827394,2.0,43.34756422169553
96.06770447055962,6.0,40.984156914578286,0.0,89.9634226990744,5.0,50.64748009026096,1.0,84.9284079964033,9.0,44.714733260628684
89.20997876677774,0.0,20.228659636822087,1.0,88.29232187817514,5.0,88.02378583413063,2.0,54.196443910561065,7.0,3.340803952195409
79.63766457450615,4.0,68.99980255143457,0.0,24.29235092686819,6.0,81.51746587230797,5.0,41.07591648126425,8.0,
24.224313481608718,9.0,6.9530079529157245,1.0,8.37744979572287,9.0,66.03757532545592,7.0,91.64348476502386,0.0,
14.639566094410695,8.0,27.608789544566392,0.0,58.63778672412185,9.0,54.30897318399972,8.0,46.22474376180995,5.0,
56.35187877466855,6.0,16.128664739050823,0.0,46.68485785469664,1.0,27.677576084341048,9.0,2.5595622187886247,5.0,
92.28481939577775,0.0,39.700114489813885,2.0,32.05472950689712,7.0,71.12805650140284,8.0,59.767974732245264,0.0,
74.6029262947363,5.0,18.83949358180228,1.0,13.011003189961468,7.0,87.0329197297007,9.0,64.51636830414826,7.0,32.53103519103701
19.950134984467162,0.0,0.13156218660864694,4.0,38.72583814292263,7.0,7.519288072479203,6.0,85.51389787917878,4.0,
63.11410336977664,8.0,5.129966065573455,1.0,28.447237551357997,8.0,41.35594993892131,9.0,90.72883233658663,8.0,23.68634753148576
40.483056532387906,4.0,22.38279674997289,3.0,3.0583579934008287,4.0,93.35728908364206,7.0,18.451734639755777,8.0,42.41689753068369
48.64380284586882,4.0,86.08658731354657,3.0,54.342320746793774,7.0,76.1711257399245,6.0,88.81424684416692,2.0,31.805285431657452
4.825808782236729,4.0,0.160124154629937,2.0,92.95805527627266,9.0,4.971944987291998,4.0,21.389209175220557,2.0,29.50171008149457
80.3119320288993,2.0,16.354306116092154,9.0,20.727354252441867,1.0,37.040565114059895,2.0,16.194880294771174,5.0,46.30686068013893
30.861464842539387,9.0,98.00328032884758,7.0,73.44217792091618,0.0,31.353040710604997,0.0,24.35231506516856,5.0,37.631702419335504
38.80921384250783,1.0,27.369302314992193,8.0,45.01191473419585,8.0,88.11863174173793,5.0,15.978963824853166,5.0,17.59179839431772
4.224690470775217,2.0,2.4849122384826394,5.0,23.124913038078333,8.0,68.94596941275772,6.0,58.594024399351085,0.0,42.46654003244842
